Coffee ,"18,958 ","17,958 ","1,000 ",5.3,"19,479 ","18,517 ",962,4.9,"18,949 ","18,142 ",807,4.3
Colquitt ,"21,151 ","20,184 ",967 4.6 ,,"21,950 ","21,075 ",875,4,"21,063 ","20,496 ",567 2.7,
Columbia ,"72,323 ","69,723 ","2,600 3.6 ",,"72,508 ","70,133 ","2,375 ",3.3,"75,115 ","73,255 ","1,860 2.5",
Cook ,"8,226 ","7,858 ",368 4.5 ,,"8,398 ","8,047 ",351,4.2,"8,013 ","7,747 ",266 3.3,
Coweta ,"74,723 ","71,230 ","3,493 4.7 ",,"74,932 ","71,432 ","3,500 ",4.7,"75,623 ","73,793 ","1,830 2.4",
Crawford ,"5,553 ","5,300 ",253 4.6 ,,"5,613 ","5,390 ",223,4,"5,600 ","5,442 ",158 2.8,
Crisp ,"9,818 ","9,019 ",799 8.1 ,,"10,007 ","9,229 ",778,7.8,"9,382 ","9,073 ",309 3.3,
Dade ,"8,069 ","7,784 ",285 3.5 ,,"8,225 ","7,984 ",241,2.9,"8,166 ","7,935 ",231 2.8,
Dawson ,"12,167 ","11,708 ",459 3.8 ,,"12,255 ","11,818 ",437,3.6,"12,437 ","12,142 ",295 2.4,
Decatur ,"11,323 ","10,754 ",569 5.0 ,,"11,615 ","11,094 ",521,4.5,"11,444 ","11,076 ",368 3.2,
DeKalb ,"405,427 ","379,452 25,975 6.4 ",,,"407,864 ","380,227 27,637 ",,6.8,"404,537 393,076 11,461 ",,,2.8
Dodge ,"6,788 ","6,393 ",395 5.8 ,,"6,891 ","6,535 ",356,5.2,"6,961 ","6,635 ",326,4.7
Dooly ,"5,119 ","4,784 ",335 6.5 ,,"5,219 ","4,896 ",323,6.2,"5,096 ","4,929 ",167 3.3,
Dougherty ,"38,336 ","35,136 ","3,200 8.3 ",,"38,470 ","35,320 ","3,150 ",8.2,"38,552 ","37,006 ","1,546 ",4
Douglas ,"73,930 ","69,471 ","4,459 6.0 ",,"74,291 ","69,641 ","4,650 ",6.3,"74,144 ","71,971 ","2,173 2.9",
Early ,"4,453 ","4,175 ",278 6.2 ,,"4,552 ","4,280 ",272,6,"4,439 ","4,278 ",161 3.6,
Echols ,"1,930 ","1,860 ",70 3.6 ,,"2,023 ","1,957 ",66,3.3,"1,896 ","1,851 ",45 2.4,
,,"Source: Georgia Department of Labor, Workforce Statistics & Economic Research",,,,,,,,,,
,,County Labor Force Estimates ,,,,,,,,,,
,,,,,,,(not seasonally adjusted) ,,,,,
,,,Place of Residence - Persons 16 Years and Older,,,,,,,,,
,Preliminary December 2020,,,,Revised November 2020,,,,Revised December 2019,,,
,,,Unemployment ,,,,Unemployment ,,,,Unemployment ,
, Laborforce ,Employment ,Number ,Rate, Laborforce ,Employment ,Number ,Rate,Laborforce Employment ,Number ,Rate,
Effingham ,"30,781 ","29,466 ","1,315 ",4.3,"30,750 ","29,521 ","1,229 ",4,"30,746 ","29,992 ",754,2.5
Elbert ,"7,856 7,347 509 6.5 ",,,,"7,953 7,453 500 6.3 ",,,,"7,646 7,371 275 3.6",,,
Emanuel ,"8,207 ","7,600 ",607 7.4 ,,"8,363 ","7,776 ",587,7,"8,257 ","7,875 ",382 4.6,
Evans ,"4,908 ","4,658 ",250 5.1 ,,"5,034 ","4,788 ",246,4.9,"4,858 ","4,722 ",136 2.8,
Fannin ,"12,493 ","12,049 ",444 3.6 ,,"12,621 ","12,242 ",379,3,"11,376 ","11,050 ",326 2.9,
Fayette ,"57,660 ","55,369 ","2,291 4.0 ",,"57,823 ","55,474 ","2,349 ",4.1,"58,750 ","57,354 ","1,396 2.4",
Floyd ,"45,111 ","42,960 ","2,151 4.8 ",,"45,118 ","43,128 ","1,990 ",4.4,"44,694 ","43,021 ","1,673 ",3.7
Forsyth ,"120,777 ","116,715 ","4,062 3.4 ",,"121,090 ","117,124 ","3,966 ",3.3,"123,634 120,927 ","2,707 ",,2.2
Franklin ,"9,956 ","9,500 ",456 4.6 ,,"10,176 ","9,727 ",449,4.4,"9,816 ","9,509 ",307,3.1
Fulton ,"565,196 ","528,702 36,494 6.5 ",,,"568,792 ","530,149 38,643 ",,6.8,"563,666 547,729 15,937 ",,,2.8
Gilmer ,"11,317 ","10,828 ",489 4.3 ,,"11,513 ","11,088 ",425,3.7,"11,758 ","11,402 ",356 3.0,
Glascock ,"1,214 ","1,168 ",46 3.8 ,,"1,240 ","1,202 ",38,3.1,"1,264 ","1,228 ",36 2.8,
Glynn ,"35,465 ","33,458 ","2,007 5.7 ",,"35,744 ","33,748 ","1,996 ",5.6,"39,063 ","37,982 ","1,081 2.8",
Gordon ,"29,240 ","28,008 ","1,232 4.2 ",,"29,383 ","28,226 ","1,157 ",3.9,"28,137 ","27,165 ",972 3.5,
Grady ,"10,163 ","9,725 ",438 4.3 ,,"10,437 ","10,021 ",416,4,"10,303 ","10,006 ",297 2.9,
Greene ,"7,111 ","6,717 ",394 5.5 ,,"7,193 ","6,827 ",366,5.1,"6,890 ","6,649 ",241 3.5,
Gwinnett ,"489,856 ","466,466 23,390 4.8 ",,,"492,711 ","468,174 24,537 ",,5,"495,462 483,334 ","12,128 ",,2.4
Habersham ,"18,761 ","17,889 ",872 4.6 ,,"18,964 ","18,188 ",776,4.1,"19,026 ","18,459 ",567 3.0,
Hall ,"100,505 ","96,767 ","3,738 3.7 ",,"101,997 ","98,444 ","3,553 ",3.5,"102,925 100,611 ","2,314 ",,2.2
Hancock ,"2,565 ","2,348 ",217 8.5 ,,"2,651 ","2,432 ",219,8.3,"2,449 ","2,313 ",136 5.6,
Haralson ,"12,499 ","11,912 ",587 4.7 ,,"12,532 ","11,973 ",559,4.5,"12,703 ","12,345 ",358 2.8,
Harris ,"15,940 ","15,341 ",599 3.8 ,,"16,003 ","15,467 ",536,3.3,"16,592 ","16,158 ",434 2.6,
Hart ,"10,954 ","10,396 ",558 5.1 ,,"11,192 ","10,687 ",505,4.5,"10,884 ","10,551 ",333 3.1,
Heard ,"5,247 ","4,977 ",270 5.1 ,,"5,277 ","5,013 ",264,5,"5,307 ","5,159 ",148 2.8,
Henry ,"116,678 ","109,851 ","6,827 5.9 ",,"117,072 ","109,881 ","7,191 ",6.1,"117,073 113,759 ","3,314 ",,2.8
Houston ,"68,693 ","65,464 ","3,229 4.7 ",,"69,015 ","65,944 ","3,071 ",4.4,"70,424 ","68,512 ","1,912 2.7",
Irwin ,"3,416 ","3,225 ",191 5.6 ,,"3,520 ","3,354 ",166,4.7,"3,334 ","3,188 ",146 4.4,
Jackson ,"38,967 ","37,633 ","1,334 3.4 ",,"39,318 ","38,059 ","1,259 ",3.2,"37,500 ","36,704 ",796,2.1
Jasper ,"6,900 ","6,587 ",313 4.5 ,,"6,927 ","6,650 ",277,4,"7,008 ","6,831 ",177 2.5,
Jeff Davis ,"5,822 ","5,510 ",312,5.4,"5,913 ","5,635 ",278,4.7,"5,973 ","5,710 ",263,4.4
Jefferson ,"6,594 ","6,171 ",423,6.4,"6,721 ","6,320 ",401,6,"6,596 ","6,320 ",276,4.2
Jenkins ,"3,123 ","2,934 ",189 6.1 ,,"3,152 ","2,982 ",170,5.4,"3,101 ","2,959 ",142 4.6,
Johnson ,"3,993 ","3,805 ",188 4.7 ,,"4,060 ","3,880 ",180,4.4,"3,982 ","3,859 ",123,3.1
Jones ,"13,558 ","13,018 ",540 4.0 ,,"13,703 ","13,200 ",503,3.7,"13,728 ","13,361 ",367 2.7,
Lamar ,"8,224 ","7,762 ",462 5.6 ,,"8,234 ","7,801 ",433,5.3,"8,310 ","8,044 ",266 3.2,
Lanier ,"3,855 ","3,678 ",177 4.6 ,,"3,926 ","3,753 ",173,4.4,"3,752 ","3,615 ",137 3.7,
Laurens ,"19,018 ","17,908 ","1,110 5.8 ",,"19,233 ","18,173 ","1,060 ",5.5,"18,927 ","18,142 ",785,4.1
Lee ,"14,288 ","13,723 ",565 4.0 ,,"14,334 ","13,812 ",522,3.6,"14,839 ","14,453 ",386 2.6,
Liberty ,"26,717 ","25,251 ","1,466 5.5 ",,"27,015 ","25,608 ","1,407 ",5.2,"26,311 ","25,475 ",836 3.2,
Lincoln ,"3,431 ","3,259 ",172 5.0 ,,"3,480 ","3,323 ",157,4.5,"3,541 ","3,425 ",116 3.3,
Long ,"8,149 ","7,817 ",332 4.1 ,,"8,316 ","8,018 ",298,3.6,"8,153 ","7,913 ",240 2.9,
Lowndes ,"53,683 ","50,826 ","2,857 5.3 ",,"54,229 ","51,516 ","2,713 ",5,"51,301 ","49,779 ","1,522 3.0",
Lumpkin ,"16,363 ","15,760 ",603 3.7 ,,"16,568 ","16,050 ",518,3.1,"16,774 ","16,367 ",407 2.4,
McDuffie ,"8,613 ","8,053 ",560,6.5,"8,639 ","8,091 ",548,6.3,"8,862 ","8,460 ",402,4.5
McIntosh ,"5,558 ","5,243 ",315 5.7 ,,"5,652 ","5,359 ",293,5.2,"6,104 ","5,924 ",180 2.9,
Macon ,"4,573 ","4,253 ",320 7.0 ,,"4,716 ","4,413 ",303,6.4,"4,634 ","4,457 ",177 3.8,
Madison ,"13,096 ","12,539 ",557 4.3 ,,"13,248 ","12,726 ",522,3.9,"13,319 ","12,973 ",346 2.6,
Marion ,"3,157 ","3,002 ",155 4.9 ,,"3,174 ","3,039 ",135,4.3,"3,276 ","3,162 ",114 3.5,
Meriwether ,"8,971 ","8,328 ",643 7.2 ,,"9,044 ","8,414 ",630,7,"8,983 ","8,637 ",346 3.9,
Miller ,"2,648 ","2,549 ",99 3.7 ,,"2,760 ","2,660 ",100,3.6,"2,718 ","2,640 ",78 2.9,
Mitchell ,"8,303 ","7,762 ",541 6.5 ,,"8,557 ","8,035 ",522,6.1,"8,505 ","8,136 ",369 4.3,
Monroe ,"12,899 ","12,319 ",580 4.5 ,,"13,055 ","12,514 ",541,4.1,"13,010 ","12,649 ",361 2.8,
Montgomery ,"3,788 ","3,587 ",201 5.3 ,,"3,846 ","3,669 ",177,4.6,"3,753 ","3,601 ",152,4.1
Morgan ,"9,144 ","8,725 ",419 4.6 ,,"9,280 ","8,872 ",408,4.4,"9,300 ","9,055 ",245 2.6,
Murray ,"14,908 ","14,033 ",875 5.9 ,,"15,091 ","14,260 ",831,5.5,"15,586 ","14,690 ",896,5.7
,,"Source: Georgia Department of Labor, Workforce Statistics & Economic Research",,,,,,,,,,
,,County Labor Force Estimates ,,,,,,,,,,
,,,,,,,(not seasonally adjusted) ,,,,,
,,,Place of Residence - Persons 16 Years and Older,,,,,,,,,
,Preliminary December 2020,,,,Revised November 2020,,,,Revised December 2019,,,
,,,Unemployment ,,,,Unemployment ,,,,Unemployment ,
 Laborforce ,Employment ,,Number ,Rate, Laborforce ,Employment ,Number ,Rate,Laborforce Employment ,,Number ,Rate
Muscogee ,"75,733 ","70,442 ","5,291 7.0 ",,"75,807 ","70,680 ","5,127 ",6.8,"77,054 ","74,185 ","2,869 3.7",
Newton ,"52,528 ","49,355 ","3,173 6.0 ",,"52,739 ","49,526 ","3,213 ",6.1,"52,789 ","51,135 ","1,654 ",3.1
Oconee ,"19,080 ","18,516 ",564 3.0 ,,"19,297 ","18,791 ",506,2.6,"19,550 ","19,158 ",392 2.0,
Oglethorpe ,"6,800 ","6,526 ",274 4.0 ,,"6,913 ","6,659 ",254,3.7,"6,938 ","6,756 ",182 2.6,
Paulding ,"85,643 ","82,082 ","3,561 4.2 ",,"85,837 ","82,274 ","3,563 ",4.2,"87,146 ","85,027 ","2,119 2.4",
Peach ,"11,595 ","10,862 ",733 6.3 ,,"11,729 ","11,065 ",664,5.7,"11,750 ","11,377 ",373 3.2,
Pickens ,"15,156 ","14,575 ",581 3.8 ,,"15,146 ","14,611 ",535,3.5,"15,488 ","15,098 ",390 2.5,
Pierce ,"8,476 ","8,115 ",361 4.3 ,,"8,611 ","8,286 ",325,3.8,"8,651 ","8,400 ",251 2.9,
Pike ,"8,812 ","8,457 ",355 4.0 ,,"8,840 ","8,522 ",318,3.6,"8,998 ","8,768 ",230 2.6,
Polk ,"18,401 ","17,463 ",938 5.1 ,,"18,532 ","17,666 ",866,4.7,"18,485 ","17,893 ",592 3.2,
Pulaski ,"3,909 ","3,726 ",183 4.7 ,,"3,960 ","3,806 ",154,3.9,"4,027 ","3,904 ",123,3.1
Putnam ,"8,132 ","7,655 ",477 5.9 ,,"8,284 ","7,847 ",437,5.3,"8,164 ","7,870 ",294 3.6,
Quitman ,833,787,46 5.5 ,,851,806,45,5.3,788,754,34 4.3,
Rabun ,"6,895 ","6,588 ",307 4.5 ,,"7,106 ","6,844 ",262,3.7,"6,917 ","6,706 ",211,3.1
Randolph ,"2,620 ","2,465 ",155 5.9 ,,"2,657 ","2,516 ",141,5.3,"2,510 ","2,409 ",101 4.0,
Richmond ,"83,709 ","77,941 ","5,768 6.9 ",,"83,910 ","78,144 ","5,766 ",6.9,"84,980 ","81,874 ","3,106 ",3.7
Rockdale ,"45,166 ","42,348 ","2,818 6.2 ",,"45,422 ","42,460 ","2,962 ",6.5,"45,285 ","43,871 ","1,414 ",3.1
Schley ,"2,262 ","2,175 ",87 3.8 ,,"2,306 ","2,228 ",78,3.4,"2,211 ","2,143 ",68,3.1
Screven ,"5,100 ","4,726 ",374 7.3 ,,"5,238 ","4,882 ",356,6.8,"5,069 ","4,777 ",292 5.8,
Seminole ,"2,973 ","2,815 ",158 5.3 ,,"3,073 ","2,926 ",147,4.8,"2,977 ","2,858 ",119,4
Spalding ,"28,967 ","27,062 ","1,905 6.6 ",,"29,080 ","27,165 ","1,915 ",6.6,"28,981 ","28,038 ",943 3.3,
Stephens ,"10,604 ","10,019 ",585 5.5 ,,"10,826 ","10,279 ",547,5.1,"10,570 ","10,201 ",369 3.5,
Stewart ,"2,614 ","2,483 ",131 5.0 ,,"2,657 ","2,528 ",129,4.9,"2,399 ","2,321 ",78 3.3,
Sumter ,"13,358 ","12,437 ",921 6.9 ,,"13,642 ","12,737 ",905,6.6,"12,794 ","12,252 ",542 4.2,
Talbot ,"2,771 ","2,593 ",178 6.4 ,,"2,791 ","2,624 ",167,6,"2,800 ","2,694 ",106 3.8,
Taliaferro ,574,536,38 6.6 ,,579,547,32,5.5,557,531,26,4.7
Tattnall ,"9,316 ","8,924 ",392 4.2 ,,"9,556 ","9,197 ",359,3.8,"9,458 ","9,149 ",309 3.3,
Taylor ,"2,814 ","2,620 ",194 6.9 ,,"2,883 ","2,710 ",173,6,"3,149 ","3,046 ",103 3.3,
Telfair ,"3,640 ","3,275 ",365 10.0 ,,"3,664 ","3,345 ",319,8.7,"3,923 ","3,567 ",356,9.1
Terrell ,"3,489 ","3,200 ",289 8.3 ,,"3,520 ","3,235 ",285,8.1,"3,512 ","3,371 ",141,4
Thomas ,"16,581 ","15,568 ","1,013 6.1 ",,"16,916 ","15,956 ",960,5.7,"16,236 15,684 ",,552 3.4,
Tift ,"20,484 ","19,509 ",975 4.8 ,,"21,000 ","20,085 ",915,4.4,"19,830 ","19,256 ",574 2.9,
Toombs ,"11,682 ","10,989 ",693 5.9 ,,"11,899 ","11,258 ",641,5.4,"11,466 ","11,040 ",426,3.7
Towns ,"3,502 ","3,285 ",217 6.2 ,,"3,597 ","3,412 ",185,5.1,"3,741 ","3,586 ",155,4.1
Treutlen ,"2,555 ","2,409 ",146 5.7 ,,"2,595 ","2,457 ",138,5.3,"2,546 ","2,439 ",107 4.2,
Troup ,"38,471 ","36,274 ","2,197 5.7 ",,"38,699 ","36,512 ","2,187 ",5.7,"37,460 36,485 ",,975 2.6,
Turner ,"3,219 ","2,956 ",263 8.2 ,,"3,287 ","3,029 ",258,7.8,"3,130 ","3,014 ",116,3.7
Twiggs ,"2,867 ","2,688 ",179 6.2 ,,"2,880 ","2,711 ",169,5.9,"2,893 ","2,755 ",138,4.8
Union ,"10,159 ","9,762 ",397 3.9 ,,"10,401 ","10,068 ",333,3.2,"10,194 ","9,921 ",273,2.7
Upson ,"11,297 ","10,639 ",658 5.8 ,,"11,394 ","10,788 ",606,5.3,"11,352 ","11,011 ",341 3.0,
Walker ,"31,193 ","29,967 ","1,226 3.9 ",,"31,560 ","30,480 ","1,080 ",3.4,"31,857 ","30,458 ","1,399 4.4",
Walton ,"45,841 ","43,883 ","1,958 4.3 ",,"45,911 ","44,004 ","1,907 ",4.2,"46,620 45,460 ",,"1,160 2.5",
Ware ,"15,289 ","14,505 ",784 5.1 ,,"15,485 ","14,762 ",723,4.7,"15,528 15,004 ",,524 3.4,
Warren ,"2,830 ","2,674 ",156 5.5 ,,"2,827 ","2,684 ",143,5.1,"2,880 ","2,762 ",118,4.1
Washington ,"6,568 ","6,107 ",461 7.0 ,,"6,802 ","6,365 ",437,6.4,"6,963 ","6,703 ",260 3.7,
Wayne ,"10,979 ","10,379 ",600 5.5 ,,"11,132 ","10,574 ",558,5,"11,199 ","10,832 ",367 3.3,
Webster ,"1,043 ",982,61 5.8 ,,"1,054 ","1,005 ",49,4.6,"1,015 ",977,38,3.7
Wheeler ,"1,568 ","1,449 ",119 7.6 ,,"1,616 ","1,519 ",97,6,"1,583 ","1,466 ",117 7.4,
White ,"16,526 ","15,979 ",547 3.3 ,,"16,704 ","16,229 ",475,2.8,"16,390 ","16,036 ",354 2.2,
Whitfield ,"41,939 ","39,726 ","2,213 ",5.3,"42,397 ","40,237 ","2,160 ",5.1,"43,562 ","41,576 ","1,986 ",4.6
Wilcox ,"2,674 ","2,518 ",156,5.8,"2,761 ","2,616 ",145,5.3,"2,651 ","2,547 ",104,3.9
Wilkes ,"3,857 ","3,617 ",240 6.2 ,,"3,943 ","3,715 ",228,5.8,"3,775 ","3,595 ",180,4.8
Wilkinson ,"4,091 ","3,879 ",212 5.2 ,,"4,012 ","3,821 ",191,4.8,"3,980 ","3,848 ",132 3.3,
Worth ,"8,670 ","8,205 ",465 5.4 ,,"8,778 ","8,329 ",449,5.1,"8,942 ","8,644 ",298 3.3,
,,"Source: Georgia Department of Labor, Workforce Statistics & Economic Research",,,,,,,,,,
,,UNEMPLOYMENT RATE BY COUNTIES,,,,,,,
,,,Unemployment Rate by Counties,,,,,,
,,,,DECEMBER 2020,,,,,
,,,,December 2020,,,,,
Dade,Catoosa,,Fannin,Towns,,,,,
,,,,Rabun,,,,,
3.5,3.2,,,Union,6.2,,,,
,,,Murray,3.6,4.5,,,,
,,,,3.9,,,,,
Walker,Whitfield,,5.9,,,,,6.0% or greater,
3.9,5.3,,Gilmer,,,,,,
,,,4.3,White,Habersham,,,47 counties (30%),
,,,,3.3,4.6,,,,
,,,,Lumpkin,,,,,
Chattooga,,Gordon,,,Stephens,,,,
,,,,3.7,,,,5.0% to 5.9%,
,,,Pickens,,5.5,,,,
6.4,,4.2,,,,,,,
,,,3.8,Dawson,,,,43 counties (27%),
,,,,Banks,Franklin,,,,
,,,,3.8,Hart,,,,
,,,,Hall,3.5,4.6,,,
Floyd,,,,,5.1,,,,
,,Bartow,Cherokee,Forsyth,3.7,,,4.0% to 4.9%,
,4.8,,,,,,,,
,,4.8,3.6,3.4,,,,,
,,,,Jackson,Madison,Elbert,,47 counties (30%),
,,,,3.4,4.3,6.5,,,
Polk,,,,Barrow,,,,Less than 4.0%,
,5.1,,Cobb,Gwinnett,Clarke,,,,
,,,,4,Oglethorpe,,,,
,Paulding,,4.5,4.8,5.2,4,,22 counties (14%),
Haralson,,4.2,,,Oconee,,,,
,,,,Walton,,Wilkes,,,
,,,,DeKalb,3,Lincoln,,,
,4.7,,Fulton,4.3,,6.2,,Percentages of number of counties,
,,Douglas,,6.4,,5,,,
,,,6.5,Rockdale,,,,,
,,,6,,,,,may not total 100 due to rounding,
,,,,6.2,,,,,
,Carroll,,Clayton,Morgan,Greene,,,,
,,,,Newton,,,,,
,,,8.9,4.6,5.5,Taliaferro,Columbia,,
,5.1,,,6,,McDuffie,,,
,,,,Henry,,6.6,3.6,,
,,,Fayette,,,6.5,,,
,,,4,5.9,,Warren,,,
,,Coweta,,,,5.5,,,
,,,,,Putnam,,Richmond,,
,Heard,4.7,,Jasper,,,,,
,,,,Butts,,,6.9,,
,5.1,,Spalding,4.5,5.9,Hancock,,,
,,,,5.4,,,,,
,,,,6.6,8.5,Glascock,,,
,,,,,,3.8,,,
,,,Pike,Lamar,Baldwin,,Burke,,
,Troup,Meriwether,4,Jones,,Jefferson,,,
,,,,5.6,Monroe,6.3,6.9,,
,5.7,,7.2,,,,,,
,,,,4.5,4,Washington,6.4,,
,,,,,,7,,,
,,,Upson,,,,,,
,,,,5.8,Bibb,,,,
,,,,,Wilkinson,,Jenkins,,
,Harris,,,,,,,,
,,,Talbot,Crawford,6.7,,,,
,,,,,5.2,,6.1,Screven,
,,3.8,,Twiggs,,Johnson,,,
,,,,4.6,,,,7.3,
,,,6.4,,6.2,4.7,,,
,,,,,,,Emanuel,,
,,,,Taylor,Peach,,,,
,,Muscogee,,,,,7.4,,
,,,,6.9,6.3,,,,
,,7,,,Laurens,,,,
,,,,Houston,,,,,
,,,Marion,,Bleckley,5.8,Treutlen,,
,,,,Macon,4.7,,Candler,Bulloch,Effingham
,,,4.9,,6.4,5.7,4.4,5.4,4.3
,,Chattahoochee,,7,,,,,
,,6.6,Schley,Pulaski,,Montgomer,y,,
,,,3.8,Dooly,4.7,Dodge,5.3,Toombs,Evans
,,,,,5.8,Wheeler,,,
,,Stewart,,6.5,,,5.9,5.1,
,,,Webster,,,7.6,,Bryan,
,,5,,Sumter,,,,,
,,,,,,,Tattnall,,
,,,5.8,6.9,Wilcox,,,4.3,Chatham
,,,,,Telfair,,4.2,,
,,,,Crisp,5.8,,,,6.1
,,,,8.1,,10,,,
,Quitman,,,,,,,Liberty,
,5.5,,,,,,,5.5,
,,Randolph,Terrell,Lee,,,,,
,,,,4,Turner,Ben Hill,Jeff Davis,Appling,Long
,,,5.9,8.3,,,,,
,,,,,7.2,5.4,4.4,,
,,,,8.2,,,,4.1,
,Clay,,,,,,,,
,12.6,,,,Irwin,,,,
,,,Calhoun,Dougherty,,Coffee,Bacon,Wayne,
,,,,Worth,5.6,,,,
,,,4.8,8.3,,5.3,4.5,5.5,McIntosh
,,,,5.4,Tift,,,,
,,,,4.8,,,,5.7,
,Early,,,,,,,,
,,,Baker,,,,Pierce,,
,6.2,,,,,,,,
,,,7,,Berrien,Atkinson,4.3,,
,,,,Mitchell,4.7,3.4,,Glynn,
,,,Miller,6.5,Colquitt,,Brantley,,
,,,,,Cook,,,5.7,
,,,3.7,4.6,,,,,
,,,,,4.5,Ware,5.4,,
,,,,,Lanier,5.1,,,
,Seminole,,,,4.6,,,,
,,5.3,Decatur,,,Clinch,,Camden,
,,,,Grady,Thomas,Lowndes,Charlton,,
,,,,,,4.4,,4.4,
,,,5,4.3,Brooks,,,,
,,,,6.1,,,4.1,,
,,,,4.9,5.3,,,,
,,,,,Echols,,,,
,,,,,3.6,,,,
,,,Georgia's Unemployment Rate: 5.4%,Georgia’s Unemployment Rate: 5.4 %,,,,,
,,,,(Not Seasonally Adjusted),,,,,
,,,,(not seasonally adjusted),,,,,
,,,,"Source: Georgia Department of Labor, Workforce Statistics & Economic Research",,,,,
